path,sentence
wav/griots-r1-2-Tx@BKO-PLAGE-270.78-273.62.wav,BALIMAYA TƐ FOYI WƐRƐ YE FO ALA KA FƐ DALEN
wav/griots-r1-2-Tx@BKO-PLAGE-273.74-275.98.wav,ALA DE Y'A DA NI DE FANA B'A LA
wav/griots-r1-2-Tx@BKO-PLAGE-276.33-277.04.wav,FƐNƝƐNƐMA DE DO
wav/griots-r1-2-Tx@BKO-PLAGE-277.58-279.98.wav,DONC MƆGƆ SI KANA SƆN A KA SA I BOLO
wav/griots-r1-2-Tx@BKO-PLAGE-280.67-284.65.wav,WALA BALIMAW YƐRƐDAMA YE ƝƆGƆN MINƐ U SEGIN NA
wav/griots-r1-2-Tx@BKO-PLAGE-284.82-288.01.wav,BƆN ALE MIN TUN YE FƐTIGI YE NI FƐ B'A BOLO BANA MIN B'A LA O FANA BANNA
wav/griots-r1-2-Tx@BKO-PLAGE-289.06-290.41.wav,DONKE ALA B'A YƐRƐ DE SAGO LA
wav/griots-r1-2-Tx@BKO-PLAGE-291.09-294.7.wav,DONKE NIN YE NIN FANA K'O D'I MA KADO LA
wav/griots-r1-2-Tx@BKO-PLAGE-294.92-295.44.wav,SƐ SA
wav/griots-r1-2-Tx@BKO-PLAGE-296.94-297.4.wav,O FAAMU NA
wav/griots-r1-2-Tx@BKO-PLAGE-297.8-300.02.wav,SƐ SƐ BARO KADI NIN KADI WA
wav/griots-r1-2-Tx@BKO-PLAGE-30.95-35.47.wav,O K'A MA KO TIƝƐ YƐRƐ LA AN KADI MƐ I YE FƐN BƐƐ KƐ N YE MƐ NE TƐ SE K'I BISIMILA NI KAN
wav/griots-r1-2-Tx@BKO-PLAGE-300.7-302.82.wav,AAA ALIHAMUDILILAYE DONKE AN BƐ TƐMƐ N'A YE
wav/griots-r1-2-Tx@BKO-PLAGE-304.43-304.86.wav,HANN
wav/griots-r1-2-Tx@BKO-PLAGE-306.25-306.74.wav,DAKƆRI
wav/griots-r1-2-Tx@BKO-PLAGE-309.04-310.15.wav,FƐN MIN DO A MA NƆGƆ DƆƆNI DƐ
wav/griots-r1-2-Tx@BKO-PLAGE-310.43-312.22.wav,SURUTU NI FƆLI T'A LA AN TƐ ƐNSIPIRE QUOI
wav/griots-r1-2-Tx@BKO-PLAGE-312.37-315.63.wav,WALA NI FƆLI B'A LA O DE B'ANW MOTIVE QUOI
wav/griots-r1-2-Tx@BKO-PLAGE-319.07-319.7.wav,SƐ SA
wav/griots-r1-2-Tx@BKO-PLAGE-320.06-324.01.wav,WALA DONC N'O TƐMƐNA N BƐ NA NI DƆWƆRƐ YE
wav/griots-r1-2-Tx@BKO-PLAGE-324.79-327.87.wav,N BƐ NA NI SINAMUSOMA FILA KA ISITƆRI YE K'O FANA D'I MA
wav/griots-r1-2-Tx@BKO-PLAGE-330.13-335.55.wav,O SINAMUSOMA FILA MUSOKƆRƆBALEN B'A CƐ KUN SAN CAMAN MƐ A YE DENKƐ DƆRƆN DE SƆRƆ
wav/griots-r1-2-Tx@BKO-PLAGE-336.46-338.28.wav,DENKƐ KELEN A Y'O DƆRƆN DE SƆRƆ
wav/griots-r1-2-Tx@BKO-PLAGE-339.03-349.45.wav,DONC DENKƐKELEN SƆRƆLEN A SI MA CAYA ALE YƐRƐ DE K'A CƐ MA PASIKE FƐN B'ALE DE BOLO FƐN BƐ MUSO DE BOLO MƐ FƐN TƐ CƐ BOLO A KO CƐ MA A KO I SI MA CAYA
wav/griots-r1-2-Tx@BKO-PLAGE-349.62-351.58.wav,ALA MA DEN WƐRƐ FANA DI NE MA KELEN KƆ
wav/griots-r1-2-Tx@BKO-PLAGE-35.6-36.32.wav,O Y'A GƐN
wav/griots-r1-2-Tx@BKO-PLAGE-352.39-357.92.wav,DONKE NE YƐRƐ DE BƐ FƐ KA WARI D'I MA I KA MUSO WƐRƐ FURU K'A FARA NE KAN
wav/griots-r1-2-Tx@BKO-PLAGE-359.96-361.21.wav,HUUN O BƐ KƐ
wav/griots-r1-2-Tx@BKO-PLAGE-36.93-37.79.wav,K'A KA DA TUGU
wav/griots-r1-2-Tx@BKO-PLAGE-361.26-367.35.wav,AAA CƐ KO A MA KO LIMANIYA Y''A SƆRƆ KO A LIMANIYA YE NE SƆRƆ A KO NE YƐRƐ DE Y'A ƝINI ALA FƐ K'A K'I YE
wav/griots-r1-2-Tx@BKO-PLAGE-367.56-372.2.wav,A YE WARI D'A CƐ MA A CƐ YE MUSO WƐRƐ FURU KO FAR'A KAN
wav/griots-r1-2-Tx@BKO-PLAGE-373.06-378.09.wav,A Y'O MIN FANA FURU KA FAR'ALE KAN O FANA MA DEN FOYI SƆRƆ DENKƐKELEN KƆ
wav/griots-r1-2-Tx@BKO-PLAGE-378.92-379.89.wav,O FANA DANNA O MA
wav/griots-r1-2-Tx@BKO-PLAGE-38.49-41.23.wav,A BƆRA YE A TAARA TERIKƐ FILANAN YƆRƆ LA
wav/griots-r1-2-Tx@BKO-PLAGE-381.26-385.41.wav,MƐ O DENKƐKELEN IN O DE Y'ALE KA CƐMANI DAN
wav/griots-r1-2-Tx@BKO-PLAGE-386.02-388.45.wav,WALA O DENKƐKELEN N DE Y' ALE KA CƐMANI DAN
wav/griots-r1-2-Tx@BKO-PLAGE-389.13-397.38.wav,A Y' A DAN BARIKA LA K'A DAN DAWULA LA K'A DAN SƆRƆ LA K'A DAN BONYA NA K'A DAN JAƝAN NA A FA KA DU KƆNƆ
wav/griots-r1-2-Tx@BKO-PLAGE-397.96-398.66.wav,O Y'ALA TA YE
wav/griots-r1-2-Tx@BKO-PLAGE-398.79-399.4.wav,O MA BƐ ALE
wav/griots-r1-2-Tx@BKO-PLAGE-400.14-401.3.wav,A MA BƐ MUSOKƆRƆBALEN MA
wav/griots-r1-2-Tx@BKO-PLAGE-401.41-403.48.wav,MUSOKƆRƆBALEN Y'A CƐ SIGI SARIYA LA DILAN KAN
wav/griots-r1-2-Tx@BKO-PLAGE-403.84-408.76.wav,AAA A KO N CƐ N DABALI BANNA DƐ A KO N KA ƝUMAN KƐRA N BOLO JUGUMA YE A KO MUN NA
wav/griots-r1-2-Tx@BKO-PLAGE-409.46-412.5.wav,A KO NE DE YE N KA NAFOLO BƆ K'A D'E MA
wav/griots-r1-2-Tx@BKO-PLAGE-41.61-46.1.wav,TERIKƐ FILANAN FANA BƐ YE A Y'A DA KONKO O KO JONI DO A KO KARISA DE DO
wav/griots-r1-2-Tx@BKO-PLAGE-412.97-415.56.wav,KUMALASURUNYANAN N TA YE N KA NAFOLO YE
wav/griots-r1-2-Tx@BKO-PLAGE-425.71-434.86.wav,Ɔ NE SINAMUSO FANA MA DEN WƐRƐ SƆRƆ DENKƐKELEN KƆ O DENKƐKELEN KA KƆRƆBAYA KA TILA KA NE DENKE DAN AAA N CƐ O YE N KAMANA KAN DƐ
wav/griots-r1-2-Tx@BKO-PLAGE-435.06-440.78.wav,N BƐ N'I ƝININKAN NI ALA YE N'A KARI YE FURU MIN B'AN CƐ KƆSƆ
wav/griots-r1-2-Tx@BKO-PLAGE-441.17-450.34.wav,N'A YA SƆRƆ NI N KƐLEN BƐ KA MIN KƐ NI N DEN FUGARIYARA NI N DEN MA SE KA CƐ TƆW BƆ FO N SINIMUSO DEN KA N DEN DAN N BƐ FƐ E K'O FƆ YE
wav/griots-r1-2-Tx@BKO-PLAGE-450.83-455.36.wav,UBIƝƐ SUWA NI GUNDO WƐRƐ BƐ FURU LA SO KƆNƆ NE TƐ MIN DƆ E K'O FƆ N YE
wav/griots-r1-2-Tx@BKO-PLAGE-456.62-459.19.wav,AAA CƐ MA KUM'A FƐ U TORA TEN
wav/griots-r1-2-Tx@BKO-PLAGE-459.38-463.66.wav,CƐ K'A MA AN K'AN DA DON WƐRƐ AN DA NA SE NI KUMA MA
wav/griots-r1-2-Tx@BKO-PLAGE-46.23-50.73.wav,EEE A KO ANW KA MASAKƐ N'ANW TERI N'AN KA FAAMA A KADI A KO DA YƐLƐ BANU O FANA YE DA YƐLƐ
wav/griots-r1-2-Tx@BKO-PLAGE-464.27-466.87.wav,O DUGUSƐJƐ SU TUGUNI A Y'A CƐ ƝININKAN
wav/griots-r1-2-Tx@BKO-PLAGE-467.56-473.44.wav,A KO N CƐ A KO N B'I MA N'ALA DE YE SA N BƐ FURUSARIYA DE NƆFƐ N MA MIN KƐ
wav/griots-r1-2-Tx@BKO-PLAGE-479.9-480.59.wav,A K'O YE TIƝƐN YE
wav/griots-r1-2-Tx@BKO-PLAGE-481.46-485.61.wav,Ɔ A KO NE K'O KƐ E YE DIMI MIN B'O LA O KA JUGU DƐ
wav/griots-r1-2-Tx@BKO-PLAGE-485.93-492.98.wav,MƐ NE K'O BƐƐ KUN KA WARI D'E MA E KA MUSO FURU KA FARA NE KAN NE DEN KA TILA KA KƐ DENLANKOLO A K'O YE N DABALI BAN
wav/griots-r1-2-Tx@BKO-PLAGE-493.17-500.99.wav,A KO N Y'A ƝIN'I FƐ I BANGABAA NINNU KƆSƆ ALA MIN YE FURU DON AN CƐ O KAMA I KA NIN TIƝƐN FƆ N YE
wav/griots-r1-2-Tx@BKO-PLAGE-501.06-505.32.wav,AAA CƐ KO A MA KƆMI I DA SER'O MA O TƐ BASI YE N BƐN'A TIƝƐ F'I YE
wav/griots-r1-2-Tx@BKO-PLAGE-506.59-507.78.wav,ALA B'A YƐRƐ DE SAGO LA
wav/griots-r1-2-Tx@BKO-PLAGE-508.55-512.36.wav,NKA DIFERANSI MIN B'I N'I SINAMUSO CƐ KELEN DƆRƆN DE DO
wav/griots-r1-2-Tx@BKO-PLAGE-51.07-55.7.wav,O KƐLEN KA DA YƐLƐ DƆRƆN O YƐ B'A LA NBAMURU B'A BOLO JOLI B'A FARIKOLO BƐƐ NI ƝƆGƆN CƐ
wav/griots-r1-2-Tx@BKO-PLAGE-513.55-520.77.wav,A KO DEPI NE Y'E FURU KA SE BI MA N'E BƐ SI NE FƐ E NI FINI DE B'I DA I LABƐNNEN
wav/griots-r1-2-Tx@BKO-PLAGE-525.41-526.69.wav,AAA A KO E YE TIƝƐN YE
wav/griots-r1-2-Tx@BKO-PLAGE-526.98-534.94.wav,A KO BƆN KABINI NE YE SINAMUSO FURU KA SE BI MA K'A TA KA BƆ A FA KA SO KA NANA YE N KA SO ANI GARI MA DELI KA DA NE KƐRƐFƐ
wav/griots-r1-2-Tx@BKO-PLAGE-535.91-543.28.wav,N'A BI DA A LANKOLON TANNIFILA A BA Y'A SƆRƆ COGO MIN A BƐ DA TEN DE NE KƐRƐFƐ A BƐ TILA KA KƆ YƐLƐMA KA NE ƝININKAN YALA NE CƐ E MOGO BƐ N NA WA
wav/griots-r1-2-Tx@BKO-PLAGE-545.7-546.9.wav,O DE B'I N'I SINAMUSO CƐ
wav/griots-r1-2-Tx@BKO-PLAGE-547.17-550.07.wav,PƐTƐTI E B'A SƆRƆ O DE KAMA A DEN BARIKA LA
wav/griots-r1-2-Tx@BKO-PLAGE-551.75-556.93.wav,Ɔ MUSO DAMA MIN BƐ YEN BI MIN B'A CƐ JƐ DILANNA O DE KA CA
wav/griots-r1-2-Tx@BKO-PLAGE-558.48-561.7.wav,DONKE DEN BARIKAYƆRƆ YƆYƆ TƐ DƐ SOƝƐKƆNƆ DE DO
wav/griots-r1-2-Tx@BKO-PLAGE-56.35-59.99.wav,A KO MUN Y'I SƆRƆ JONI SER'I MA AAA MƆGƆ MA SE NE MA NE DE SERA MƆGƆ
wav/griots-r1-2-Tx@BKO-PLAGE-562.05-565.65.wav,NI MUSO O MUSO SERA SOƝƐKƆNƆ NA E DEN BƐ SE WARANDA LA 
wav/griots-r1-2-Tx@BKO-PLAGE-573.4-579.13.wav,PASIKE ALE FANA TUN T'O YƆRƆ DƆN A LA A KO FƐN B'I FƐ NKA NI YƆRƆ Y'I JƐ
wav/griots-r1-2-Tx@BKO-PLAGE-579.86-584.89.wav,DONKE A KA FƐNTIGIYA YE MUN ƝƐN ALA YE DIƝƐN FƐN BƐƐ D'I MA MƐ DENƝUMA MA SƆR'I BOLO DONKE I KA FURU MA DIYA
wav/griots-r1-2-Tx@BKO-PLAGE-585.83-593.69.wav,MUSOW KA SABALI U KA SƆN U CƐW YE KA KO TO U CƐW TA LA K'U CƐW SUTURA
wav/griots-r1-2-Tx@BKO-PLAGE-594.18-596.23.wav,CƐW FANA KA MUSOW KA HAKƐ DAFA
wav/griots-r1-2-Tx@BKO-PLAGE-6.08-8.18.wav,TIRIKƐ K'A MA A KO JONI DO A KO NE KARISA DE DO
wav/griots-r1-2-Tx@BKO-PLAGE-60.23-64.21.wav,A KO N Y'AN KA DUGUTIGI DENKƐFƆLƆ AN KƐLƐ LA N Y'A BƆ KA BIN KA MURU DA A KANNAN KA KANTIGƐ
wav/griots-r1-2-Tx@BKO-PLAGE-64.5-67.38.wav,N B'A LA KA ƝINI FAAMA FƐ N'A Y'A SƆRƆ E BƐ SE KA N DOGO
wav/griots-r1-2-Tx@BKO-PLAGE-67.7-71.52.wav,AAA KO TIƝƐN YƐRƐ LA E YE FƐN BƐƐ KƐ NE YE MƐ I BILAYƆRƆ TƐ NE KA SO YAN
wav/griots-r1-2-Tx@BKO-PLAGE-71.64-73.73.wav,O Y'A ƝƆN'A DISI LA K'A KA DA TUGU
wav/griots-r1-2-Tx@BKO-PLAGE-76.72-78.81.wav,N BƐ MIN F'I YE ADAMADEN I K'I YƐRƐ DƆN
wav/griots-r1-2-Tx@BKO-PLAGE-8.37-11.41.wav,EEE K'ANW KA MASAKƐ ANW KA FAAMA NI ƐRI LA SUKOLENBA IN NA
wav/griots-r1-2-Tx@BKO-PLAGE-80.49-83.22.wav,SANN'I KA ƝƐBƆ MƆGƆW FƐ K'I YƐRƐ
wav/griots-r1-2-Tx@BKO-PLAGE-83.52-88.56.wav,N'I KƐR'I YƐRƐ YE K'I YƐRƐ DƆN MƆƆW B'I DƆN WA MƆƆW BƐ K'I FƐ
wav/griots-r1-2-Tx@BKO-PLAGE-89.23-91.08.wav,TERIKƐ SABANAN FANA A Y'O KA DA KƆKƆ
wav/griots-r1-2-Tx@BKO-PLAGE-92.09-93.6.wav,O KO JONI DO A K O E TERI KARISA DO
wav/griots-r1-2-Tx@BKO-PLAGE-93.78-95.82.wav,A K'O A KƐRA COGODI AN KA MASKƐ NI ƐRI IN NA
wav/griots-r1-2-Tx@BKO-PLAGE-95.93-98.94.wav,AAA A KO BAASI TƐ E KA DA YƐLƐ DƆRƆN O FANA YE DA YƐLƐ
wav/griots-r1-2-Tx@BKO-PLAGE-99.31-103.07.wav,DA YƐLƐ LA O ƝƐ B'A LA NBAMURU B'A BOLO JOLI B'A FIRIKOLO BƐƐ NI ƝƆGƆN CƐ
wav/griots-r1-4-Tx@BKO-pl-10.98-14.56.wav,MƐ E TƐ SE KA DƆWƐRƐ DA N KA SO SƆGƆN KAN MIN NI SOSƆGƆN TE KELEN
wav/griots-r1-4-Tx@BKO-pl-100.22-101.83.wav,A MA SƆN A MA SƆN K'A FEERE
wav/griots-r1-4-Tx@BKO-pl-102.53-107.24.wav,A BƆRA YE F'A NANA DUGU BAN KA NA SE DUGU SO KƆFƐ
wav/griots-r1-4-Tx@BKO-pl-107.91-114.29.wav,KA NA DON KUGOW LA KUGOW LA DƆƆNI A NANA SƆRƆ CƐKƆRƆBA DƆ BƐ YEN O B'A LA KA BIN DE KAN KUWAN BIN
wav/griots-r1-4-Tx@BKO-pl-114.83-117.74.wav,O B'A LA KA BIN KAN CƐKƆRƆBA KƆRƆLEN BONBONSIJƐMABA B'A LA
wav/griots-r1-4-Tx@BKO-pl-119.08-121.36.wav,O B'A LA K'O KAN O YE SO IN DƆRƆRN A JARABILA LA
wav/griots-r1-4-Tx@BKO-pl-122.14-124.6.wav,MƐ O CƐKƆRƆBA TƐ ADAMADEN YE JINƐ YƐLƐMANEN DO
wav/griots-r1-4-Tx@BKO-pl-125.66-128.63.wav,O K'A MA KARISA N MƆDENKƐ N DENKƐ A KO E BƆRA MIN
wav/griots-r1-4-Tx@BKO-pl-128.73-129.83.wav,AH A KO NE BƆRA SO
wav/griots-r1-4-Tx@BKO-pl-132.66-134.7.wav,AAA A KO E KA NIN SO IN CƐKAƝI DƐ A K'A BƐ FEERE
wav/griots-r1-4-Tx@BKO-pl-135.21-139.0.wav,AAA A K'I BƐ SO FEERE N MAN JOLI A KO AYI A KO E YƐRƐ BƐ SE KA SO SAN NE FƐJOLI
wav/griots-r1-4-Tx@BKO-pl-139.37-147.74.wav,HUM A KO N MƆDENKƐ N DENKƐ A K'E BƆRA MAKAN SANUTIGIW BƐ YEN ARABUW LA I BƆRA MANKAN WARITIGIW BƐ YEN ARABUW LA
wav/griots-r1-4-Tx@BKO-pl-147.93-151.0.wav,NE YE I MƆKƆ ƝƆGƆN DE YE NE YE FAANTAN DE YE FƐN TƐ NE FƐ DƐ
wav/griots-r1-4-Tx@BKO-pl-15.01-18.54.wav,ARABUKƐ KO NƆN NƆN NƆN KO FEERE DE DO N'ANW BƐNNA MIN NA N B'O DE D'I MAN
wav/griots-r1-4-Tx@BKO-pl-151.32-157.6.wav,I NANA NE SƆRƆ MIN NA O YE BIN KAN DE YE NE KƆNI BƐ SE KA BINSIRI KELEN D'I MAN N'I YA YE E BƐ SE KA SO DI YAN
wav/griots-r1-4-Tx@BKO-pl-157.96-161.31.wav,AAA A K'O TƐ BASI YE A KO BINSIRI O YE NE KA SO SƆGƆN YE
wav/griots-r1-4-Tx@BKO-pl-161.8-162.88.wav,MƐ
wav/griots-r1-4-Tx@BKO-pl-163.01-165.26.wav,BINSIRILEN BIN BINKANNEN K'A SIRI
wav/griots-r1-4-Tx@BKO-pl-169.12-171.89.wav,AAA A KO BIN SIRI O YE NE KA SO SƆGƆN YE
wav/griots-r1-4-Tx@BKO-pl-172.04-175.93.wav,A KO MƐ E TƐ SE KA FOYI DA BIN SIRI KAN K'A DI NE MAN MIN NI SOSƆGƆN TƐ KELEN YE
wav/griots-r1-4-Tx@BKO-pl-176.34-181.33.wav,O CƐKƆRƆBA KO NE BƐ SE KA FƐN WƐRƐ D'I MA MIN N'I KA SOSƆGƆN TƐ KELEN YE
wav/griots-r1-4-Tx@BKO-pl-181.72-183.53.wav,A K'I BƐ JUMƐN D'A KAN
wav/griots-r1-4-Tx@BKO-pl-184.1-186.52.wav,A KO FƆLƆ N BƐ DUGAWU D'A KAN
wav/griots-r1-4-Tx@BKO-pl-187.13-194.15.wav,FILANAN N BƐ BARIKA D'A KAN K'A D'I MA I KA BIN SIRI DI N MA I KA SO DI N MA A K'O TƐ BASI YE
wav/griots-r1-4-Tx@BKO-pl-19.24-21.34.wav,AAA A KO N'O DO NE KA SO TƐ FEER'E MAN
wav/griots-r1-4-Tx@BKO-pl-194.4-197.05.wav,A KO SISAN KƆNI N BƐ SE KA SO FEERE E MA
wav/griots-r1-4-Tx@BKO-pl-197.19-197.79.wav,UHUN
wav/griots-r1-4-Tx@BKO-pl-206.1-210.54.wav,A NI SO A NI SO CƐKƆRƆBA NI SO TAARA ALE YE BINSIRI D'A KUN A DONNA N'A YE MAKAN KƆNƆ
wav/griots-r1-4-Tx@BKO-pl-21.94-22.97.wav,A MA SƆN KA SO FEERE
wav/griots-r1-4-Tx@BKO-pl-211.05-212.92.wav,KA NA A MƆKƐ KA SO
wav/griots-r1-4-Tx@BKO-pl-213.62-215.17.wav,A NANEN MƆKƐ KA SO
wav/griots-r1-4-Tx@BKO-pl-215.61-224.46.wav,MƆKƐ YE FIƝƐTƆ YE MƆKƆ MUSOFƆLƆ YE FIƝƐTƆ YE A DENKƐFƆLƆ O YE FIƝƐTƆ YE DENKƐFƆLƆ MUSO FANA YE FIƝƐTƆ YE
wav/griots-r1-4-Tx@BKO-pl-224.93-228.26.wav,MƆDENNIN DƆRƆN FANA DE YE ƝƐTIGI YE BINSIRI B'ALE DE FANA BOLO KA DON SO KƆNƆ
wav/griots-r1-4-Tx@BKO-pl-228.87-229.93.wav,DONKE A NANA
wav/griots-r1-4-Tx@BKO-pl-23.14-23.61.wav,HUUN
wav/griots-r1-4-Tx@BKO-pl-23.84-24.73.wav,A TƐMƐ NA
wav/griots-r1-4-Tx@BKO-pl-234.11-236.4.wav,AAA A KO SUGU DIYARA A KO NKA NE MA SO FEERE WARI LA DƐ
wav/griots-r1-4-Tx@BKO-pl-237.22-238.53.wav,A K'I MA FEERE WARI LA A KO AYI
wav/griots-r1-4-Tx@BKO-pl-239.0-240.4.wav,A KO E YE SO FEERE JUMƐN NA
wav/griots-r1-4-Tx@BKO-pl-240.55-242.76.wav,A KO NE YE SO FALEN BINSIRI DE LA
